"key","lat","lon","order","family","genus","species","year","vernacularName"
1249289607,46.79367,-121.72823,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2016,NA
1249289606,46.79367,-121.72823,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2016,NA
1249289582,46.79367,-121.72823,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2016,NA
1265597125,46.75697,-122.01476,"Passeriformes","Turdidae","Turdus","Turdus migratorius",2016,NA
1265902848,46.78854,-121.8894,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2016,NA
1092907447,46.79401,-121.73614,"Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2015,NA
1092907426,46.79411,-121.73623,"Passeriformes","Fringillidae","Leucosticte","Leucosticte tephrocotis",2015,NA
1092907428,46.79401,-121.73614,"Passeriformes","Paridae","Poecile","Poecile gambeli",2015,NA
1092907330,46.78929,-121.73708,"Passeriformes","Fringillidae","Leucosticte","Leucosticte tephrocotis",2015,NA
1092907317,46.78929,-121.73708,"Galliformes","Phasianidae","Dendragapus","Dendragapus fuliginosus",2015,NA
1092907467,46.79401,-121.73614,"Passeriformes","Regulidae","Regulus","Regulus satrapa",2015,NA
1092907366,46.79162,-121.77869,"Passeriformes","Cinclidae","Cinclus","Cinclus mexicanus",2015,NA
1099970263,46.91368,-121.64212,"Passeriformes","Turdidae","Sialia","Sialia currucoides",2015,NA
1099970278,46.9342,-121.67562,"Passeriformes","Corvidae","Corvus","Corvus corax",2015,NA
1134967752,46.79113,-121.73311,"Passeriformes","Motacillidae","Anthus","Anthus rubescens",2015,NA
1135530805,46.76838,-121.79053,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2015,NA
1135530836,46.76739,-121.79105,"Passeriformes","Corvidae","Corvus","Corvus corax",2015,NA
1135530866,46.76838,-121.79053,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2015,NA
1143527129,46.79064,-121.73286,"Passeriformes","Parulidae","Leiothlypis","Leiothlypis celata",2015,NA
1265554843,46.91897,-121.63835,"Passeriformes","Emberizidae","Pooecetes","Pooecetes gramineus",2015,NA
1143558064,46.91535,-121.64292,"Galliformes","Phasianidae","Dendragapus","Dendragapus fuliginosus",2015,NA
1143558087,46.76702,-121.63696,"Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2015,NA
1143558008,46.91478,-121.64388,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2015,NA
1143558020,46.78974,-121.73652,"Passeriformes","Sittidae","Sitta","Sitta canadensis",2015,NA
1143558045,46.76702,-121.63696,"Passeriformes","Cinclidae","Cinclus","Cinclus mexicanus",2015,NA
1143558010,46.79263,-121.73512,"Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2015,NA
1143557948,46.79157,-121.73553,"Galliformes","Phasianidae","Dendragapus","Dendragapus fuliginosus",2015,NA
1143542682,46.93278,-121.86313,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2015,NA
1143533541,46.91794,-121.64598,"Passeriformes","Paridae","Poecile","Poecile gambeli",2015,NA
1143558046,46.91506,-121.64401,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2015,NA
1143533414,46.91828,-121.6664,"Passeriformes","Fringillidae","Leucosticte","Leucosticte tephrocotis",2015,NA
1143558036,46.9155,-121.64286,"Passeriformes","Corvidae","Nucifraga","Nucifraga columbiana",2015,NA
1143557892,46.79117,-121.73812,"Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2015,NA
1143557961,46.91785,-121.6453,"Passeriformes","Turdidae","Turdus","Turdus migratorius",2015,NA
1143533508,46.91929,-121.65788,"Passeriformes","Sittidae","Sitta","Sitta canadensis",2015,NA
1143558044,46.91576,-121.64443,"Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2015,NA
1143557947,46.86745,-121.51764,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2015,NA
1143558035,46.86884,-121.51655,"Passeriformes","Corvidae","Corvus","Corvus corax",2015,NA
1227739024,46.86987,-121.51931,"Passeriformes","Fringillidae","Spinus","Spinus pinus",2015,NA
1144981195,46.93444,-121.8651,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2015,NA
1229611715,46.78539,-121.73547,"Passeriformes","Corvidae","Corvus","Corvus corax",2015,NA
1151894435,46.7871,-121.734,"Passeriformes","Fringillidae","Pinicola","Pinicola enucleator",2014,"Pine Grosbeak"
1149101625,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1149479056,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1149818725,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150503049,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150632186,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150932811,46.7871,-121.734,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2014,"Gray Jay"
1151806686,46.7871,-121.734,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2014,"Gray Jay"
1149611980,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150014835,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1150503019,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1151178079,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1154444388,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1207462253,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150027123,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150309414,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150509692,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150958583,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151628695,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151769038,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1154623189,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150958590,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1149333268,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1150014860,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150503110,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151628683,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1149333249,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1149479047,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1149818750,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150272454,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150508698,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150764963,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150935559,46.7871,-121.734,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1151806727,46.7871,-121.734,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150329666,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150632198,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150764985,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150958567,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151628731,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1151873652,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1151894405,46.7871,-121.734,"Passeriformes","Paridae","Poecile","Poecile atricapillus",2014,"Black-capped Chickadee"
1149332616,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1149191355,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1149333286,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1149611946,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150119885,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150632159,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151238556,46.7436,-121.822,"Passeriformes","Cinclidae","Cinclus","Cinclus mexicanus",2014,"American Dipper"
1149101739,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150026977,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150932797,46.7871,-121.734,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1151178121,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1151806717,46.7871,-121.734,"Passeriformes","Sittidae","Sitta","Sitta canadensis",2014,"Red-breasted Nuthatch"
1150632164,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151894416,46.7871,-121.734,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1174223742,46.7858,-121.735,"Galliformes","Phasianidae","Dendragapus","Dendragapus fuliginosus",2014,"Sooty Grouse"
1149818776,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150632175,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1151156722,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1151563835,46.7871,-121.734,"Galliformes","Phasianidae","Dendragapus","Dendragapus fuliginosus",2014,"Sooty Grouse"
1149101601,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150272406,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151370382,46.7609,-122.019,"Apodiformes","Trochilidae","Calypte","Calypte anna",2014,"Anna's Hummingbird"
1151370404,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151872439,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1154623266,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150632095,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1151156713,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151178100,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151370437,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1151806667,46.7871,-121.734,"Passeriformes","Paridae","Poecile","Poecile atricapillus",2014,"Black-capped Chickadee"
1154623197,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1150027385,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150309454,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1151238580,46.7436,-121.822,"Passeriformes","Fringillidae","Loxia","Loxia curvirostra",2014,"Red Crossbill"
1151768892,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1149479067,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1149610928,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1207448426,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1207470348,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1150014812,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150509676,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150907234,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151371646,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151894453,46.7871,-121.734,"Passeriformes","Sittidae","Sitta","Sitta canadensis",2014,"Red-breasted Nuthatch"
1149610949,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1154444520,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150272500,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150328478,46.7609,-122.019,"Passeriformes","Paridae","Poecile","Poecile rufescens",2014,"Chestnut-backed Chickadee"
1207439287,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1207449478,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1150026034,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150119892,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1150328465,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150632120,46.7609,-122.019,"Passeriformes","Paridae","Poecile","Poecile rufescens",2014,"Chestnut-backed Chickadee"
1151068514,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151806676,46.7871,-121.734,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1149479039,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1149611962,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150119821,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1150509660,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1151501591,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1151872448,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1154623288,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1154444429,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1150502976,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150026056,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1154444424,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1154623225,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150764975,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151563762,46.7871,-121.734,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1149101683,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1149333304,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1174223792,46.7858,-121.735,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1149479079,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150632098,46.7609,-122.019,"Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",2014,"European Starling"
1150509709,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1151371560,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1151894427,46.7871,-121.734,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2014,"Gray Jay"
1150119889,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150272478,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150329663,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1150676232,46.758,-121.557,"Anseriformes","Anatidae","Mergus","Mergus merganser",2014,"Common Merganser"
1150907221,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150935570,46.7871,-121.734,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2014,"Gray Jay"
1150309435,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151501526,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151806707,46.7871,-121.734,"Passeriformes","Fringillidae","Spinus","Spinus pinus",2014,"Pine Siskin"
1151895282,46.7871,-121.734,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1149101725,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1150119873,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1150272430,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1151628608,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1149818701,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1150026014,46.7609,-122.019,"Passeriformes","Paridae","Poecile","Poecile rufescens",2014,"Chestnut-backed Chickadee"
1150958575,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1149818677,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1151873643,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1149191365,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1150119905,46.7609,-122.019,"Passeriformes","Paridae","Poecile","Poecile rufescens",2014,"Chestnut-backed Chickadee"
1150328377,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1150329657,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1151806697,46.7871,-121.734,"Passeriformes","Fringillidae","Pinicola","Pinicola enucleator",2014,"Pine Grosbeak"
1151894443,46.7871,-121.734,"Passeriformes","Fringillidae","Spinus","Spinus pinus",2014,"Pine Siskin"
1154444395,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1154444457,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1185712612,46.7509,-121.813,"Passeriformes","Fringillidae","Loxia","Loxia curvirostra",2014,"Red Crossbill"
1154747712,46.7509,-121.813,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1155543346,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1155543426,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1157009025,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1154793985,46.7871,-121.734,"Passeriformes","Corvidae","Perisoreus","Perisoreus canadensis",2014,"Gray Jay"
1156440631,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1157351436,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1157488057,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1157488127,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1158028227,46.7609,-122.019,"Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,"Varied Thrush"
1158302374,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1155319803,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1155806857,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1158302316,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1155169188,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1155806817,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1158148827,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1154661501,46.7871,-121.734,"Passeriformes","Sittidae","Sitta","Sitta canadensis",2014,"Red-breasted Nuthatch"
1154747633,46.7509,-121.813,"Passeriformes","Fringillidae","Loxia","Loxia curvirostra",2014,"Red Crossbill"
1154747678,46.7509,-121.813,"Anseriformes","Anatidae","Anas","Anas platyrhynchos",2014,"Mallard"
1154782281,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1157488028,46.7609,-122.019,"Piciformes","Picidae","Colaptes","Colaptes auratus",2014,"Northern Flicker"
1157670912,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1155581183,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1155806792,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1156093552,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1158302326,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1157816288,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1154661388,46.7871,-121.734,"Passeriformes","Fringillidae","Pinicola","Pinicola enucleator",2014,"Pine Grosbeak"
1156440615,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1154793917,46.7871,-121.734,"Passeriformes","Fringillidae","Pinicola","Pinicola enucleator",2014,"Pine Grosbeak"
1157488034,46.7609,-122.019,"Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,"Varied Thrush"
1158306965,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1158307026,46.7609,-122.019,"Passeriformes","Sturnidae","Sturnus","Sturnus vulgaris",2014,"European Starling"
1157670929,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1207640751,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1154782327,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1155806836,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1157548361,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1185707189,46.7871,-121.734,"Passeriformes","Corvidae","Corvus","Corvus corax",2014,"Common Raven"
1157187487,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1154877392,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1155660082,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1155660097,46.7609,-122.019,"Passeriformes","Emberizidae","Pipilo","Pipilo maculatus",2014,"Spotted Towhee"
1154747698,46.7509,-121.813,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1154886891,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1156440455,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1157351346,46.7609,-122.019,"Passeriformes","Turdidae","Catharus","Catharus guttatus",2014,"Hermit Thrush"
1157351438,46.7609,-122.019,"Passeriformes","Turdidae","Ixoreus","Ixoreus naevius",2014,"Varied Thrush"
1158302262,46.7609,-122.019,"Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2014,"Song Sparrow"
1154877373,46.7609,-122.019,"Passeriformes","Emberizidae","Junco","Junco hyemalis",2014,"Dark-eyed Junco"
1157009049,46.7609,-122.019,"Passeriformes","Corvidae","Cyanocitta","Cyanocitta stelleri",2014,"Steller's Jay"
1154661529,46.7871,-121.734,"Passeriformes","Paridae","Poecile","Poecile rufescens",2014,"Chestnut-backed Chickadee"
